X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,y
1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,15542938143.76907
0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,12373817991.036406
0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,12266206111.514534
2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,15121089686.207148
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,14354884321.164698
1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,16284841418.21427
0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,12649245282.780205
2.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,12248762568.76149
1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,13861550830.306894
2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,13575059899.951809
0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,13532935104.163002
1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,13145579404.557837
2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,14000308006.776148
0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,13125943427.183828
0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,13709391069.976845
0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,13340679600.900229
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11201155959.295
1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,11522688750.283745
2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,10983169391.224886
2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,12601108141.449959
1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,12257064972.250004
2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,11012924768.508322
0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,12667865046.700085
0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,10448185359.16682
0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,11352245417.38233
0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,10275982049.914555
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,12184957913.155367
1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,14754441824.711329
1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,12850612909.982742
2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,12711988294.801178
2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5989960825.6562
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,12144942603.001259
2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,13468630213.370039
2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8071025020.177562
0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,10984846404.38515
2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,12476170514.317654
0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,13502784274.117321
1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,13489251090.268719
0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,10229007008.915602
1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,13985779259.648788
1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,11839826096.634293
0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,11398700320.189491
1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,13423107073.440504
0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,11898288669.140718
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,12043389925.222591
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11138350566.21805
0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,12917092930.73338
1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,11844664334.057436
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,14702487807.961985
2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,13293134893.415646
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,14337534230.862976
2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8819508753.362438
2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,13461287356.755075
1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,13202208993.60881
2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,13313575986.569265
0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,11763017543.364365
0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,12672600823.212149
0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,12127533138.4843
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,10650251079.669203
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,9252662453.621029
2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,13912636987.301937
1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,11749390206.648275
2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,11503455638.073677
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,12966704097.21916
2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,13326563439.106268
0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,12158719929.965773
1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,14772139744.44198
2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,13885591061.0119
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,14914131885.668266
2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,15954255957.319174
0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,10565988294.998167
0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,13018731350.667341
0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,12027441811.236517
2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,12550389815.107658
1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,13826458587.682562
2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,14751416504.76987
0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,14396443502.597118
2.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,14748327170.99063
0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,14236800706.145315
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,14917179817.652395
2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,14243959136.930027
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15673416162.11328
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15929324771.852247
2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,13084073019.59471
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,13042179713.411142
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15903737855.50818
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,14522366622.954342
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16695549968.1115
1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,15478678120.888475
2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,14463386659.839949
2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,14397604238.654688
1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,14770830563.8026
0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,13526400151.49568
0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,10884176040.66328
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,13236319932.441824
2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,15380805677.362993
1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,14551380926.049883
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,14246069509.422352
2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,13120776749.983599
1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,14938304801.171164
0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,12655728742.172432
1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,13004797469.786604
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,11392233458.761824
1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,13871530210.112068
2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,11872339111.996523
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7423574302.555194
2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,13657246808.30142
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3211871075.4950294
1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,13684477013.499737
2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,14789355213.691393
1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,14287673738.112658
2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,13386827094.402565
2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7055470105.973162
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9980936411.454123
1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,14224386857.804495
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8465178488.288426
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3444676768.755404
0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10074338544.11704
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8513536523.071684
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,15108433225.257673
2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,10992187852.093517
2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,13471279232.675934
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,11081302407.634575
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,12859238913.085691
1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,10849423027.683388
1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,13609237950.72095
1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,13874571102.320799
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8558932529.934866
2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,12729464509.616474
0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,14119886306.675457
2.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,12443165840.025682
1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,15333190223.557913
1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,14733811592.85764
0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,13560884983.354015
0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,14409055803.391315
2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,12586706675.611618
1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,14753135779.009829
0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,13990494857.793615
2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11588412051.484997
0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,12797903191.541098
0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,11259739674.818718
1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,13196111369.901518
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,16070659475.582241
2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,11530208569.942822
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,13717835106.13489
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,12516412145.425688
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,13683428410.355072
1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,12755215926.672813
0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,12080679610.712181
0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,14736981718.77418
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,12798329050.159212
2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,11625825142.93952
1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,12356571100.945772
1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,13883393379.009699
0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,11472757936.280302
1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,13394465674.67254
1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,10921513634.417622
1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,12257064972.250004
1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,13209690629.045467
2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,12236502220.313328
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4718027109.783772
2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,14444312840.70523
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,10711076216.805037
2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,14185463588.042788
0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,13268811525.820444
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11184606402.516088
0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,13484430876.110443
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15557640279.352987
2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,13451237917.42554
2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,12326960294.86089
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9783204195.037958
2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,11233026896.3596
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,11068387136.763205
2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,14150676402.332033
2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,12070676223.42339
2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,10435766293.101019
1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,14904373539.371391
2.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,12530386186.502268
2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,14885404711.826008
0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,12809509780.060719
0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,10540573301.781883
2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10921477850.696844
2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,12920497594.203348
2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,11648576427.474798
1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,12812496796.875801
2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,13692590391.635471
1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,14237408791.59993
2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,12516443477.618721
2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,13533264764.791859
2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,12131240613.452576
1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,13321042451.498085
2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,12845347158.352303
0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,10844152182.494068
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,10299849210.207561
0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,13285064266.49839
0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,11460109650.329136
0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,12336586491.191061
2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,13034495793.116482
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,12670208412.258175
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,10481279386.887081
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7496364263.332283
2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,10679504855.436882
2.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,11927480916.030533
1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,12453749886.359531
0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,12660327218.817299
0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,11230529070.224499
0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,12940377211.995731
2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15076589072.48824
1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,13901728679.961353
2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,12797903191.541098
2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9265607916.535404
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9668281269.638697
1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,9568096140.230017
1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,12661321056.916437
1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,13940157691.063803
0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,11809317315.175327
0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,13654169915.221258
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8677467220.867573
1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,14763111118.98477
1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,13767808660.50236
2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,14161738381.709831
2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,14337678127.72864
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,14620310535.395771
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7320161921.981714
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6051071039.574004
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12431780603.935902
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,13769969898.845802
0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,11294917061.424017
1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,13150575403.426777
0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,12879909016.32271
1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,14232302487.66415
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,14443499197.66362
0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6233792140.43487
2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,11668883754.580038
2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,14885870034.445902
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,12648173350.804678
2.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,12133492686.537285
0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,11963267981.988104
2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,14264907898.62215
1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,14577046981.822424
2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,12284333175.684391
2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,14157668288.66353
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1568536414.3571274
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10742142391.394255
0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,12868373270.329777
2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,13587842685.392525
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,13972451913.80674
0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,12860297304.353083
2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8476515812.9402485
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3284525287.5601892
1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,14090619592.72473
0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,11355055554.6093
0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,12819017268.498163
0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,14338623807.5642
1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8721209108.430794
2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,13890586627.254442
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7533921481.470321
1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,14639037922.427738
2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,11341636167.116741
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,12657170413.611015
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8467113730.2716255
1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,12953334317.786741
0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6257234927.885367
2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,13144404427.03541
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8609853115.905842
2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,12932729116.229023
1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,11527098479.46044
2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,12797379096.760984
1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,14429639634.179775
1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,14474880292.739979
1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,12524265764.919533
0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,12479113084.47486
0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,13547198439.36274
2.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,11937034530.259785
2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,14563926900.7381
2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,13728569702.694094
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9422317701.708267
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11743484714.680296
2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,11733357112.937082
2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,12307419651.010809
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8919094890.250538
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,10920273268.918282
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,9662862719.709341
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,10720963342.88214
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11754748918.563099
1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,11739583174.359812
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13008417747.124165
0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,12514281924.246046
2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,12733095224.452637
2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,13867452119.154696
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,11887652176.807428
1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,12469045594.31212
2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,11916238377.198992
1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,12714024713.521238
2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11117855943.716965
0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,11786670689.850264
2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,12977490542.653767
1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,12501375151.26664
2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,12443630354.494143
2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,11105916010.39958
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,13671885681.160686
2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,14609780078.98047
1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,12643455810.489769
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5766580360.18061
2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11702585803.359112
0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,14055841045.304787
2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,12377325235.262009
2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12935790616.11877
2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8319329129.299013
1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,14681722283.47763
2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,12720752763.265518
2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8880442601.259247
